Desc,Role
JurongHealth Campus patients focus care service face public healthcare new paths processes services value teams contributions staff value staff member care patient centre OpportunityAs part Financial Planning Analysis dynamic insightful analytics development strategies affordable healthcare services financial sustainability organisation financial advisory support Units Support annual budgeting process financial review analysis Responsible concise accurate timely management reports regular performance reviews senior management Perform feasibility analysis new projects healthcare special projects ad hoc duties RequirementsDegree Accounting Finance Analytics related field Minor Finance years relevant Resourceful independent meticulous strong analytical mind eye detail Strong communication inter personal healthcare industry management accounting analytics added advantage Pro active resourceful able challenges Able dynamic fast environment Ng Teng Fong General Hospital NTFGH Jurong Community Hospital JCH JurongHealth Campus members National University Health System NUHS culture mission patients processes satisfaction patients caregivers staff open collaborative fun individual potential pride staff big JurongHealth Campus family everyone passionate supportive environment purpose Incredible Care Health today,Data Analyst
Bloomberg market leader high quality news analytics professionals finance government employees locations world global organization new markets launching ventures boundaries transparency Bloomberg financial markets integral culture offices interactions quality contributions title open door policy open spaces understanding drivers market stories events solution finder real passion exceptional customer service fast environment desire career client role importance credibility building relationships Join comprehensive Sales summer internship program departments course ten weeks insight graduate role role rare role early exposure global financial market participants Analytics Sales program offers unrivalled accurate solutions client support clients key aspect Bloomberg value proposition critical role Partake comprehensive training program aspects financial markets economic principles market players asset classes functionality analytical tools Bloomberg successful period Analytics platform career company majority members opportunities Enterprise Sales role new clients Bloomberg engagement presence market solutions important part Bloomberg position market leader growth top decision makers world finance government APAC AnalyticsWe support Bloomberg Professional Service users world multiple industries Instant Bloomberg chat system clients access unparalleled customer service questions value Bloomberg calm voice busy volatile market clients faster decisions power Bloomberg Professional day queries languages portfolio manager Bloomberg risk management solutions trader new sources market liquidity variety problems immense Bloomberg critical role workflow clients question expectations timely accurate quality service Analytics conjunction Enterprise Sales strategic initiatives product roll clients clients service tools features smarter Bloomberg Analytics key role clients new products enhancements clients technology site training seminars SalesIn Sales face Bloomberg clients Consultative entrepreneurial responsible client relationships revenue new opportunities departments company product customer service time clients goals expectations curiosity purpose workflows appropriate Bloomberg solutions range enterprise offerings fast market successful crucial step customers needs ground solutions new leads calls Enterprise sales position market leader respective regions contribute year year growth Colleagues company new solutions Bloomberg offerings market Bloomberg clients investment trading decisions day day smoother profitable Internship ProgramCompleting Summer Internship program weeks May July integral important part assessment process Graduate Program summer internship program week classroom financial product functionality training knowledge global financial markets market Bloomberg solutions training interns Analytics Sales projects clients valuable contributions part sales campaigns product features new Hands individual group projects full time career attend lunch learn sessions diversified group opportunities Bloomberg leaders variety events course chance peers part activities social events interns departments entry level role current penultimate year tertiary student available weeks summer internship May July available full time employment demonstrable interest financial markets aspiration financial fintech services industry example academic course internship extracurricular activities Real ambition client career strong interest sales customer service solution mindset high degree interpersonal Stakeholder management exposure school internship Strong critical thinking problem resilience dynamic fast environment proficiency fluency English Japanese N level respective clients client role Interest technology future graduate program summer internship sound entry level role Apply good match Please note stage application process submission candidate details email directions online assessment application complete assessment touch next steps meantime free look https com company Bloomberg equal employer value diversity company basis age ancestry color gender identity expression genetic predisposition carrier marital national ethnic origin race religion belief sex sexual orientation sexual reproductive health decisions physical mental disability pregnancy maternity parental veteran victim domestic violence classification applicable law Bloomberg disability inclusive employer Please reasonable adjustments recruitment process please email apac_recruit bloomberg net,Data Analyst
internship top tier professionals innovation financial engineering derivatives asset liability management risk management mathematical models methodologies tools firm depth insight world risk investment banking financial services industry Associate internship program Singapore duration months academic schedule professional growth development internship program project academic professional interests speaker series senior leaders Full time employment offers successful completion program Chance role integrity transparency regulators clients partners entire organization problems innovative ways challenges answer queries complex problems creative solutions relationships clients regulators stakeholders risks laws various locations innovative problem solvers passion complex solutions global Key Qualifications Ph Master degree program Mathematics Engineering Computer Science Machine Learning quantitative fields expected graduation date September quantitative problem research ability good concepts ideas documentation technical material non technical audience Desirable Include Understanding advanced mathematics financial probability theory stochastic calculus partial differential equations numerical analysis optimization machine statistics econometrics Software design development C Python JavaScript Knowledge options theory trading algorithms financial regulations interested things unique personal qualities interests achievements academia profession kind person differences Join JPMorgan Chase positive change diverse communities innovative ideas supportive culture step way career passionate curious ready impact next summer internship applications offers rolling basis early programs positions JPMorgan Chase inclusive environment people unique backgrounds professional experiences qualified diverse candidates reasonable accommodations known disabilities Visit jpmorganchase com careers events career locations program career next level hands relevant training valuable professional networking pipeline future graduate opportunities individual performance achievements program offers full time employment firm permanent right Singapore advantage candidates visa sponsorship JPMorgan Chase Co JPMorgan Chase equal affirmative action employer Disability Veteran J P Morgan global leader financial services strategic advice products world prominent corporations governments wealthy individuals institutional investors first class first class way approach clients everything trusted long term partnerships clients objectives people strength diverse talents global workforce success equal employer place high value diversity inclusion company basis protected attribute race religion color national origin gender sexual orientation gender identity gender expression age marital veteran pregnancy disability basis applicable law accordance applicable law reasonable accommodations employees religious practices beliefs mental health physical disability needs,Data Analyst
internship program first hand industry leader refining petrochemical industry projects different lines practical useful career addition specific training supervisor mentor support feedback attachment Applications month internship Jan June Trading Intern real project fast paced commodity trading Market portfolio trading front office trading activitiesOperations support portfolio optimization Strong analytical communication ability preferredDegree STEM finance economicsProficient Excel Python trading plus interest ExxonMobil Please candidates,Data Analyst
Overview Commercial Order Portfolio customer meetings monthly sales report request credit debit notes customers compensation cost discrepancies defective claims Handle pricing updates customers price retail prices discounts Prepare statistic reports promotion plans slow moversManage shipping schedule commercial planner logistics order delivery documentation requirementsManage master customer files commercial conditions projects etc Manage SKUs files customersCoordinate marketing changes visuals shipments misc office maintenance Customer Relationship ResponsibilityManages customer relations Key Account ManagerPropose new orders customers availability inventory list sellers newnessHandle customer consumer enquiries direct sales returns short shipment request Customer Service Administrative ResponsibilitySourcing booking travel arrangement department Ordering samples Catalogues Coordination Buying PresentationPrepare bi annual buying presentation Italy HK SingaporeContact customer manage buying presentation schedule Requirements Minimum Bachelors Degree Marketing Commerce Economics equivalent year similar sales coordination executive role internship exposure retail regardedGood verbal communication English Mandarin need Mainland China Advanced proficiency Microsoft Office PowerPoint presentations Excel knowledge functions V Lookup Concatenate Excellent organizational analytical skillsIndependent self individual strong interpersonal,Data Analyst
Crossover world source full time jobs clients top tier pay top tier talent role client Trilogy consultants Imagine car repair shop fix mechanic carburetor problems value people pitch decks general recommendations Trilogy portfolio software products multiple industries geographies different units products Trilogy hosts critical functions finance customer support hiring units role senior stakeholders units functions problems instance SVP Finance qualified accountants week CIO targets scalable model following week exceptional problem solvers brilliant thinkers companies arbitrary stamps X university top consulting firm problem solvers challenge complex problems dive deep root causes issues propose implement fixes interested complex problems unparalleled functions units today Conduct research analysis creative solutions issues real impact Execute efficiency different functions Operations Provide high level insights recommendations implementers consultants Develop theoretical scenarios potential insights management real problems real solutions Analyst Key Responsibilities complex issues organization Basic Requirements Bachelors quantitative field e Economics Finance Engineering years Interest real world problems broad range functions Trilogy Hundreds software businesses Trilogy Platform decades Trilogy things top talent new technology new businesses technological innovation passion simple customer designs incubation new businesses new moon shot ideas projects today modern cloud stack Trilogy place great people great career leaps bounds much exciting role space limited Hit Apply button interesting meeting Crossover full time hours week long term position position available independent contractor agreement Crossover compensation level role USD hour year hours week weeks year payment period weekly Consult www crossover com help details topic next email link self online application platform series online assessments basic fit related real world specific assignments Important email minutes refresh Second spam junk folders email Crossover com mark Spam emails Third email account Apply form default email address LinkedIn username different one password https www crossover com auth password LinkedIn EasyApply Crossover Code LJ SG Singapor DataAnalyst,Data Analyst
Responsibilities ByteDance inclusive space employees experiences unique perspectives platform people globe workplace ByteDance mission creativity enrich life goal diverse voices environment many communities individuals background identity strengths passionate Responsibilities Responsible set indicator systems Real Estate leasing projects facility management space cost management etc attribution short term anomalies analysis long term trends Build dashboards indicator systems daily tracker monitoring system relevant trends potential blockers Perform various analysis needs internal problems discover opportunities keen insight qualitative quantitative analysis modeling Maintain effective communication internal stakeholders Real Estate Product R Algorithm teams implementation continuous optimization analysis conclusions Qualifications Qualifications Bachelor degree computer science statistics science majors Proficiency mining analysis tools SQL Python Tableau R Algorithm background plus Good sensitivity able core results large volumes Rich mining information collection analysis capabilities Solid communication collaboration ability internal teams curious challenge willing excellence,Data Analyst
EY chance truly exceptional Well technology surround high teams global scale diverse inclusive culture full potential coaching training programs skillsets relevant today future network colleagues mentors leaders journey EY Exceptional EY Associate Consulting Enterprise Risk next adventure awaits Management boards directors risk management internal audit important proactive assessments assurance effectiveness controls company processes objective advisory support enterprise risk professional leading engagements clients broad spectrum risk controls enterprise risk management process control enhancements operational compliance process efficiency reviews EY global leading service provider space reputation high quality cost effective innovative offerings part enterprise risk youll focus client opportunities expertise substantial impact Youll knowledge services Youll build valuable relationships clients strong capabilities formal training senior mentors colleagues role days youll plenty new responsibilities volatile world effective risk management sustains improves performance risk professional youll clients sustainable approach holistic view people process technology Conduct research client background risks tailored program time schedules client kick meeting necessary planning activities Executing review Perform testing process areas communicate audit observations client schedule closing meeting client deck Reporting Prepare draft final reports necessary internal reviews programs workfiles wrap activities Developing productive relationships client strong internal relationships EY Consulting services organization ForYou agile growth matters right mindset important success people innovative agile way pace changing world curious purpose driven people opportunities challenges questions answers world inclusive people diverse perspectives value differences safety trust Qualifications Degree Accountancy Risk Management fieldsMinor digital specialization DA applicableProficiency analytic tools digital ACL Tableu Alteryx science Robotic Process Automation plus Whats technical capabilities transformative leadership future courses development programs Broaden horizons integrated teams globe collaborate people diverse backgrounds Bring continuous investment personal well career development Develop personal purpose positive ripple effect teams clients society world candidates email interview hiring managers criteria apply Please note application following documents online application academic certification transcripts,Data Analyst
Assistant accountable receipt processing irreplaceable clinical trial Assistant variety tasks specific Sample Handling Assistant level Responsibilities Duties Receive shipments LPS departments different couriers related tasks Resolve shipments LPS Covance related tasks Open clean inbound LPS Ensure QC discarded material failures report management Maintain temperature specimen received condition Scan shipments database Electronically archive requisitions document management system Timely st entry patient demographics Administrative entries Accessioning Prepare original requisitions hard copy Check different administrative RES applicable Perform tasks Aliquotting area Maintaining cleaning instrument applicable manual aliquots related tasks Sort specimens local rules manual automatic sorter applicable Sort specimens storage system pre scan function Perform Kit Receipt process supervision trainer expectations Kit Receipt process completion training Ensure kits samples concerned departments appropriate audit trail activitiesPerform call hours duties needed Ensure SOPs timely read Adhere company policies procedures departmental interdepartmental SOPs Adhere safety guidelines SOPs Identify potential biohazard problems corrective action Encourage others biohazard precaution Ensure suitable cleaning places departmentPerform required training Maintain training file correct date Ensure area department good order Ensure proper documentation future reference environment Minimize biohazard waste Mentor new employee integration teamGenerate new ideas departmental process improvement Requirements Minimum year applicable experienceAble independentlyDynamic attitude ability pressureAbility challengesStrong detail orientationStrong communication organizational skillsComputer literate Labcorp Proud Equal Employer EOE AA organization employment practices due applicant race age color religion sex national origin sexual orientation gender identity disability veteran information personal please Privacy Statement,Data Analyst
SPX GI Management Company private equity management arm SK group SK group conglomerates South Korea private equity fund fund management company Singapore private equity fund fund management company various sectors Southeast Asia Singapore Vietnam Malaysia Indonesia etc Main ActivitiesSPX GI Management Company experienced analyst investment analyst research analysis investment opportunities wide range industries Southeast Asia roles responsibilities Conduct industry market research investment opportunitiesAnalyze investment opportunities quantitative qualitative way investment recommendation investment committeeConduct periodical analysis monitoring meetings investment portfolioSupport materials internal reporting LP reporting etc internal external meetings IR LP meetings Supporting communication related parties LP SK group government Facilitate calls related parties potential LPs SK group assigned project research etc Candidate ProfileA self individual value integrity positive attitude willing extra miles excellent create happiness values stakeholders strong candidate following requirements competencies Minimum years experiences investment investment roles g securities company investment bank firm accounting firm etc LP report preparation LP communcation preferredExcellent oral English communication skillSingapore citizens PR weeks closing date weeks closing date,Data Analyst
Agency Care Effectiveness ACE Health Technology Assessment HTA entity MOH role ACE support national policy decision evidence assessments appraisals national Guidance appropriate clinically cost effective patient care c design interventions maximum value system patients Responsibilities gathering managementAcquire health technology healthcare institutions providers relevant partiesImplement collection systems efficiency qualityDevelop maintain datasets needs internal external stakeholdersDevelop update standard operating procedures dictionary statistical command files applicable management purposesEnsure datasets timely manner secure accessibleManage access datasets regular checks accuracy integrity analysisConduct relevant utilisation analysis part health technology assessment drugs vaccines gene therapy products medical technologies funding decision making Ministry Health Drug Advisory Committee DAC Medical Technology Advisory Committee MTAC Track utilisation health technologies leverage insights appropriate cost effective careProvide utilisation reports Communication engagementWork stakeholders needs timelinesEngage healthcare institutions providers reasons results Administrative tasksManage track requests stakeholders timelines Requirement education pharmacy pharmaceutical science preferredExperience management software g Microsoft Excel Stata Commitment quality outputs Excellent time management discipline meeting deadlines Good communication ability others networks,Data Analyst
Airbnb mission company world anyone unified core values goal Airbnb various functions company innovative spirit fast st century company Operations Investigations Family responsible daily service level agreements user tickets users reservations risks users Airbnb platform product stakeholders services stakeholders feedback models online patterns trends Responsibilities Maintain Subject Matter Expertise respective Specialization core escalations Educate users security safety Airbnb responsiblyInvestigate complex situations potential fraud high volume operational lead cross functional groups internal policies tools automation policies product risk systems investigate account trends product vulnerabilities able Product Support FamilyMaintain high levels confidentiality document investigationsDevelop comprehensive understanding purpose SpecializationWork external Product vendors proactive reactive risk detection informing taskDemonstrate great judgement open others Qualifications years risk management fraud prevention Trust SafetyMust available regular schedule days week hours Lead weekend days public holidays Shifts early morning hoursExcellent interpersonal communication verbal community tactful diplomatic manner Ability fraud prevention positive customer experienceExcellent problem critical thinking analytical ability prioritiesSolution outcome investigative ability internet research organizational analytical skillsAbility vulnerabilities new products features fraudulent behaviorsDesire paced environment Ability learn new technologiesAbility calm time sensitive situations able functional needsAbility personal bias fact investigations impartial sensitive situations usersAbility patterns detail due diligence investigationStrong communication self results due diligence investigationAbility new technologies organise prioritiesSQL JSON equivalent languages plusAbility patterns draw conclusions suggestionsFluency language plus Accommodations Airbnb people talent pool possible diversity ideas fosters innovation engagement people products services solutions qualified individuals reasonable accommodation application recruiting process please reasonableaccommodations com,Data Analyst
Agoda Agoda online travel platform accommodations flights edge technology travelers accommodations Asia part Booking employees nationalities environment rich diversity creativity collaboration culture experimentation ownership ability customers world Key Areas Focus role youll get Strategy Conduct growth opportunities investment areas APAC Strategic Partnerships analytical insights industry trends competitive landscape Analytics Leverage tools SP performance appropriate levers performance Cross functional projects different teams SP BB White Label Affiliates Financial Institutions different markets APAC SP product marketing supply finance etc initiatives Performance management Maintain performance management system department large account managers tools Oversee SP infrastructure accuracy completeness timeliness Design manage maintenance tools decision making Performance updates performance proposals recommendations senior management Experiments Optimize pricing strategy decisions B experiments Need Minimum years total Consulting Analytics Strategy Development Intelligence relevant fields Proven ability analytics quantitative methods ambiguous problems recommendations Growth mindset variety functional areasEntrepreneurial hands ononthe fast high growth environmentExcellent communication verbal English ability multiple stakeholders Great Ability SQL plus willingness learnAbility Tableau plus willingness Bachelors Computer Science Economics Mathematics plus STRA ANLS MRKT sanjose losangeles miami orlando atlanta boston detroit newyork portland philadelphia houston austin seattle washdc tirana yerevan sydney melbourne perth vienna graz linz baku minsk brussels ghent charleroi liege saopaolo sofia vancouver montreal shanghai shenzhen zagreb cyprus prague Brno Ostrava copenhagen cairo alexandria estonia helsinki paris nice marseille rouen lyon toulouse tbilisi berlin munich hamburg stuttgart cologne frankfurt dusseldorf dortmund Bremen dresden hanover nuremberg hongkong newdelhi jakarta bali bandung dublin telaviv milan naples palermo venice bologna florence tokyo osaka yokohama nagoya okinawa fukuoka sapporo amman irbid riga beirut tripoli vilnius luxembourg malta chisinau amsterdam oslo jerusalem manila krakow sintra lisbon porto braga cascais almada doha alrayyan moscow saintpetersburg riyadh jeddah mecca medina bratislava capetown johannesburg seoul barcelona madrid valencia seville bilbao malaga alicante zaragozbanga stockholm zurich basel taipei tainan taichung kaohsiung Phuket bangkok istanbul ankara izmir dubai abudhabi sharjah london manchester liverpool edinburgh kiev hcmc hanoi sanaa taiz aden gibraltar marrakech lodz wroclaw poznan Gdansk szczecin bydgoszcz lublin katowice rio salvador fortaleza brasilia belo belem manaus curitiba portoalegre saoluis representation analysis SQL analytics analytics language mining science r language tableau analytical visualization analysis intelligence bi microsoft sql server machine statistics microsoft power bi java finance shopee traveloka google facebook ctrip trip com makemytrip grab amazon pandas software artificial intelligence ai information technology capital accenture upwork deloitte mckinsey bain microsoft uber lyft gojek lazada alibaba expedia skyscanner Equal Employer Agoda company people different backgrounds orientations diverse talent inclusive environment collaboration innovation Employment Agoda persons merit qualifications equal employment regardless sex age race color national origin religion marital pregnancy sexual orientation gender identity disability citizenship veteran military characteristics application file future vacancies details file details privacy policy recruitment agencies Agoda third party resumes Please resumes jobs Agoda employees organization location Agoda responsible fees unsolicited resumes,Data Analyst
opening position Analyst Please brief Description Responsibilities Responsible implementing operating products AWM methodology BMW internal external stakeholders partners product delivery objectives Develops delivery BMW guidelines Ensures quality non functional functional aspects release test plan execution methods automated deployment Continuous Integration Continuous Integration continuous risk evaluation communication management Prepares Go smooth transition regular operations Adheres operation KPIs operation production systems continuous improvement system stability performance robustness systems Trouble shootings systems problems platform application domains Shares knowledge organization Closely collaborations departments philosophy mindset Learns pilots new technologies guidelines practices Performs quality checks quality performance effectiveness code Requirements Master Computer Science equivalent degree appropriate major Studies international university preferable automotive industry agile software years Automotive Finance industry Self confident discussions arguments decision authorities Min years Min years agile methodologies Good English communication Strong problem Strong leadership people management Good knowledge technologies SQL Familiar application development process Familiar programming language,Data Analyst
Plug Play global innovation platform venture capital firm mission innovation open anyone year hundreds entrepreneurs vertical specific accelerator programs corporate members direct investment Plug Play Plug Play locations world corporate members Alliance End Plastic Waste USAA Visa Nationwide Aflac Daimler Ford Nissan BP Johnson Johnson Roche Pfizer Walmart Coca Cola Adidas Plug Plays corporate members Plug Play startups challenges Plug Plays investment track record Honey Guardant Health ApplyBoard BigID Kustomer Rappi Flutterwave Hippo PayPal Lending Club Dropbox many exceptional backgrounds technology entrepreneurship mission Plug Play Asia Pacifc Ventures Analyst Health Singapore Venture Analyst role key entry level position Ventures Analysts support responsible relevant startups deal teams new investments Analysts corporate partners technology needs support overall program management Essential Functions New Startups startups events online searches startup details database Attend meetings relevant companies Build strong relationships local VCs universities corporations network startup founders industry events conferences Ventures Program Management Schedule facilitate deal flow meetings startups corporate partners Curate startup lists corporate partners technology interests relationships industry partners Perform additional operational Diligence Investment Research Support deal investment opportunities Conduct high level research market examine industry track competitive landscape interact financial models Technical level health degree MBA degree plus Advanced problem ability Highly tight deadlines consistent accuracy attention Proficiency Google Docs MS Office CRMs management tools Intermediate spreadsheet formulas dashboards pivots analysis Start venture capital corporate innovation plus Soft Self prioritize achieve results Exceptional interpersonal demonstrated ability C Suite executives Collaborative diplomatic partner stakeholders multiple offices comfort role degree ambiguity proactive analysis action Strong desire products applications English Plug Play global attendance policy days office days home,Data Analyst
Decathlon international sporting goods creator retailer house brands stores online countries Decathlon Singapore enthusiastic proactive JUNIOR ANALYST JUNIOR SCIENTIST driven solutions RESPONSIBILITIES different units needs solutions Mine internal external Extract cleanse multiples sources single source Develop tools dashboards user friendly ANALYST Build Test Deploy models SCIENTIST REQUIREMENTS Technical Bachelors Computer Science related field SQL multiple platforms visualization e g Quicksight major web analytics tools Google Analytics Salesforce Big environment AWS R Python Knowledge website analytics social media analytics content tagging plus Soft Sport enthusiast sport Energetic Pro active Comfortable working Agile environment Challenge enthusiastic mindset new technologies Strong verbal communication Constant learner player BENEFITS Join great exciting project sporty environment High autonomy Salary capabilities Monthly bonus sales performance Staff discount Decathlons products option exclusive annual option Decathlons shares,Data Analyst
MNC Central day client global Shipping MNC Winner Scientist RESPONSIBILITIES Develop python supply demand modelsAble machine price forecast modelsConvert forecasting models modelsMaintain enhance models market dynamicsCollaborate engineers feed forecast models properlyDocument methodologies stakeholders REQUIREMENTS Qualification computer science computer engineering math statistics similar subjects preferredExtensive modeling architecture skillsProficient Python R Java years experienceEnjoy challenges playerIndependent self INFORMATION Location Central Downtown Working days Monday Friday office hour Salary Negotiable salary qualifications Challenging open collaborative creative environmentThe Company employee satisfaction attractive staff benefits programmes staff APPLY player meticulous MAKE DIFFERENCE application detailed copy updated Resume MS Word Format Janelle Kow Jing Qi EA Personnel Reg R Achieve Career Consultant Pte Ltd EA Licence C Apply Janelle confidential discussion information resume Current Expected salaryReason leavingNotice Period Availability SUCCESS ACHIEVEMENT Notice short candidates applications confidence application terms Privacy Policy personal information prospective employers consideration marketing EDMs mailer access website www achievegroup asia privacy policy information Cessation Collection full NRIC Numbers compliance Personal Protection Act commitment candidates personal Achieve Group process full NRIC numbers screening application process resumes full NRIC number full home address application,Data Analyst
Agoda Agoda online travel platform accommodations flights edge technology travelers accommodations Asia part Booking employees nationalities environment rich diversity creativity collaboration culture experimentation ownership ability customers world Key Areas Focus role youll get Strategy Conduct growth opportunities investment areas APAC Strategic Partnerships analytical insights industry trends competitive landscape Analytics Leverage tools SP performance appropriate levers performance Cross functional projects different teams SP BB White Label Affiliates Financial Institutions different markets APAC SP product marketing supply finance etc initiatives Performance management Maintain performance management system department large account managers tools Oversee SP infrastructure accuracy completeness timeliness Design manage maintenance tools decision making Performance updates performance proposals recommendations senior management Experiments Optimize pricing strategy decisions B experiments Need Minimum years total Consulting Analytics Strategy Development Intelligence relevant fields Proven ability analytics quantitative methods ambiguous problems recommendations Growth mindset variety functional areasEntrepreneurial hands ononthe fast high growth environmentExcellent communication verbal English ability multiple stakeholders Great Ability SQL plus willingness learnAbility Tableau plus willingness Bachelors Computer Science Economics Mathematics plus STRA ANLS MRKT sanjose losangeles miami orlando atlanta boston detroit newyork portland philadelphia houston austin seattle washdc tirana yerevan sydney melbourne perth vienna graz linz baku minsk brussels ghent charleroi liege saopaolo sofia vancouver montreal shanghai shenzhen zagreb cyprus prague Brno Ostrava copenhagen cairo alexandria estonia helsinki paris nice marseille rouen lyon toulouse tbilisi berlin munich hamburg stuttgart cologne frankfurt dusseldorf dortmund Bremen dresden hanover nuremberg hongkong newdelhi jakarta bali bandung dublin telaviv milan naples palermo venice bologna florence tokyo osaka yokohama nagoya okinawa fukuoka sapporo amman irbid riga beirut tripoli vilnius luxembourg malta chisinau amsterdam oslo jerusalem manila krakow sintra lisbon porto braga cascais almada doha alrayyan moscow saintpetersburg riyadh jeddah mecca medina bratislava capetown johannesburg seoul barcelona madrid valencia seville bilbao malaga alicante zaragozbanga stockholm zurich basel taipei tainan taichung kaohsiung Phuket bangkok istanbul ankara izmir dubai abudhabi sharjah london manchester liverpool edinburgh kiev hcmc hanoi sanaa taiz aden gibraltar marrakech lodz wroclaw poznan Gdansk szczecin bydgoszcz lublin katowice rio salvador fortaleza brasilia belo belem manaus curitiba portoalegre saoluis representation analysis SQL analytics analytics language mining science r language tableau analytical visualization analysis intelligence bi microsoft sql server machine statistics microsoft power bi java finance shopee traveloka google facebook ctrip trip com makemytrip grab amazon pandas software artificial intelligence ai information technology capital accenture upwork deloitte mckinsey bain microsoft uber lyft gojek lazada alibaba expedia skyscanner Equal Employer Agoda company people different backgrounds orientations diverse talent inclusive environment collaboration innovation Employment Agoda persons merit qualifications equal employment regardless sex age race color national origin religion marital pregnancy sexual orientation gender identity disability citizenship veteran military characteristics application file future vacancies details file details privacy policy recruitment agencies Agoda third party resumes Please resumes jobs Agoda employees organization location Agoda responsible fees unsolicited resumes,Data Analyst
Description Description Essential Functions Plans complex processes system modifications Makes recommendations activities Gathers requirements variety techniques sessions interviews Analyzes documents client complex requirements communicates requirements parties Creates complex test case scenarios monitors testing applications client requirements system design Provides input systems client needs Develops specifications modifications Coordinates facilitates meetings clients document requirements potential solutions analyst tasks information technology projects project member guidance support May plan allocate monitor analysts technical reviews inspections intent change entire project Provides time estimates project related tasks Provides leadership guidance experienced personnel Basic Qualifications Bachelor degree equivalent combination education experienceBachelor degree administration information systems related field preferredNine years analysis experienceExperience interface information technology functional groups organizationExperience processes engineeringExperience computer concepts basic language Qualifications Strong interpersonal customers membersStrong communication skillsStrong analytical problem skillsGood presentation management customersGood leadership oversee lead project personal computer solutions software skillsAbility environmentWillingness Environment Office environmentID ID Classifications ClassificationsB Bus Srvcs Sales Mktg Profs Mid z HR Use AAP Professionals z HR Use United EEO United America development officers marketing researchers consultants HR Use Canada NOC Codes Canada Professional z HR Use Occupation IC z HR Use MGMT IC Support Professional Employees Award z HR Use Award Code Australia Family FamilyBusiness AnalysisGrade Grade,Data Analyst
People Places Solutions reinforces drive lives people tremendous positive impact value solutions communities society whole facilities life therapies clean water connection people modes transportation access technology multitude solution elements smart environments tomorrow Jacobs career company empowers grow today tomorrow Impact modern storage system Californias valuable resource sewage management system Singapore Gateway sludge electricity Protection worlds coasts oceans sustainable comprehensive solutions future water depends Whether distributing storing water Jacobs boundaries collaborates customized innovative solutions exciting Graduate Engineer Engineering Singapore projects tasks include analysis spatial analysis water resource water quality assessments Youll reporting technical analysis results interpretation project objectives potential fieldwork mentor step way success Youll Need January university degree field Engineering unique role applicantsto right Singapore Bring curiosity collaborative spirit strong communication pursue big impacts world Graduate Program Graduate Jacobs valued member Day real projects bids tenders get hands events learning sessions new inventive ways clients world place teams supportive environment grow excel guidance mentorship experts industry leaders knowledge solutions extraordinary everyday graduates future leaders Australian Financial Reviews Top Graduate Employers award Popular Engineering Employer matter nurture goals single global company Jacobs world inclusive employee networks positive mental health champions culture inclusive connected diverse creative people age disability gender identity gender expression marital mental health race faith belief sexual orientation socioeconomic background youre pregnant family wide range Global Employee Networks inclusion diversity ACE Careers Enlace Harambee OneWorld Prism Vetnet Womens Network employee networks safety accessibility flexibility top mind traditional ways support space potential Youll uncover flexible arrangements benefits opportunities good global program innovative sustainable solutions clients communities equal employer candidates diverse backgrounds support reasonable adjustments regards recruitment process please Successful candidates pre employment checks Identity Right Employment Education History Criminal Record unable checks criteria offer employment role link CV cover letter academic transcript application ASIAGRADUATE SGGraduateWater Reference ID BI FFR,Data Analyst
Crossover world source full time jobs clients top tier pay top tier talent role client Trilogy entry level role software industry exposure speciality curious individuals meaningful answers role youll problem internet possible solutions problems area operations finance engineering broad exposure youll receive regular coaching training global tech experts operations professionals Jumpstart career today Research variety high priority topics critical businessEvaluate results provided evaluation criteria topics research outputs solutions systems processes research time Analyst Key Responsibilities Provide high quality research company wide decisions Basic Requirements Excellent verbal communication skillsBasic financial analysis Trilogy Hundreds software businesses Trilogy Platform decades Trilogy things top talent new technology new businesses technological innovation passion simple customer designs incubation new businesses new moon shot ideas projects today modern cloud stack Trilogy place great people great career leaps bounds much exciting role space limited Hit Apply button interesting meeting Crossover full time hours week long term position position available independent contractor agreement Crossover compensation level role USD hour year hours week weeks year payment period weekly Consult www crossover com help details topic next email link self online application platform series online assessments basic fit related real world specific assignments Important email minutes refresh Second spam junk folders email Crossover com mark Spam emails Third email account Apply form default email address LinkedIn username different one password https www crossover com auth password LinkedIn EasyApply Crossover Code LJ SG Singapor DataAnalyst,Data Analyst
Details Pricing Analyst role responsible Product Sales organizations price administration quote analysis successful role technical application knowledge ERP system prices discount structures ability price margin analysis addition primary responsibilities analyst role lead areas opportunities align pricing structure efficiency various teams continual improvement projects process overall price administration regional pricing teams procedures necessary consistency actions decision making Operate part focused pricing organization matrix conduct pricing process analyses opportunities performance Qualifications systems administration SAP Strong analytical comfort managing University degree equivalent combination education Communication influence ability buy commitment stakeholders Confident comfortable discussions partners Ability key issues order roadblocks Technical Broad sales sales support customer relationship functions addition pricing knowledgeable sales process delivery ERP systems,Data Analyst
